logFC	AveExpr	t	P.Value	adj.P.Val	B
MIA3	0.873694773429016	5.50373096422484	2.6344793200804	0.0157648116235002	0.984113259833708	-4.37986006806141
UBE2J1	0.673374284798365	6.45198848424648	2.27516619249454	0.0338717967619907	0.984113259833708	-4.3800571973226
ACAD11	1.35532352974276	3.53350199315698	3.33807920344989	0.00322531357903433	0.984113259833708	-4.38006938892722
RPL4P4	0.808582357570777	7.39239590227821	2.34775859551975	0.0291174690412132	0.984113259833708	-4.38044268545712
IL2RG	1.01822072280947	6.83725334060697	2.30137613614214	0.0320783809750159	0.984113259833708	-4.38163958019638
PDIA6	0.785033860520885	7.40214203492558	2.25685993881818	0.0351785484761102	0.984113259833708	-4.38201001008897
PFKP	0.77989882855439	6.69466091006504	2.25913187559027	0.0350138944927712	0.984113259833708	-4.38234670585101
LIMS1	1.17360873614453	6.98196538812424	2.26354523316643	0.0346960640802476	0.984113259833708	-4.38277957755295
LCP1	0.742076546150738	8.40352813926074	2.26677505248384	0.0344651467537839	0.984113259833708	-4.38300243141189
MBD1	-0.631664562753102	5.37650928752821	-2.36470618839827	0.0281001112559412	0.984113259833708	-4.38416207945983
MSRB2	-1.09169037191799	5.23499728508562	-2.42533117683742	0.0247243828617964	0.984113259833708	-4.38535354475547
CLIC1	-0.686508683360432	9.66683121841643	-2.29902586445325	0.0322355579528966	0.984113259833708	-4.38615127537819
MAP3K11	-1.18421054120788	5.04478784596987	-2.40005112864931	0.0260834394843412	0.984113259833708	-4.38742604670113
TACO1	-0.891595103862329	4.25641185741511	-2.68213735463241	0.0142043930621866	0.984113259833708	-4.38920355634953
MRPS24	-0.765074823139218	5.4587522003778	-2.31950444501818	0.0308895468980665	0.984113259833708	-4.39137155633204
ACAT1	0.737771573249783	5.66524772783962	2.30758349349623	0.0316666443417079	0.984113259833708	-4.39189511374798
HCFC1R1	0.59884997593439	6.60893419983371	2.22882108072404	0.0372698625677038	0.984113259833708	-4.39199504714951
CDC27	0.720864793891514	5.72916098854609	2.34333249361671	0.0293887196805226	0.984113259833708	-4.39218795402048
STK26	0.800175439715495	6.21339021093673	2.27046443178938	0.0342030994775844	0.984113259833708	-4.3922797847375
TTYH3	-0.901004739438192	6.47896426297374	-2.20691264483215	0.0389824042976755	0.984113259833708	-4.39266452735068
EIF2S2	0.499435235867912	6.99020725111411	2.19921652835796	0.0396008438742081	0.984113259833708	-4.39314835846495
NCOR1	0.732117824378501	6.55880972966886	2.19640433976099	0.0398290469819198	0.984113259833708	-4.39392686917724
HNRNPA1	1.00189441517214	6.07995913928289	2.20241316816232	0.0393428917742151	0.984113259833708	-4.39451654956675
WAC-AS1	0.851100642928375	4.75239897255601	2.74820784554297	0.0122817232969248	0.984113259833708	-4.39475971975267
DDB1	0.494859465521918	6.9884193401702	2.18849438262759	0.0404773655888952	0.984113259833708	-4.39531307026572
VAMP4	0.771281866436647	5.14986134357727	2.5333555994013	0.0196274732921539	0.984113259833708	-4.39613630955748
ERCC5	0.542658555793312	5.79265877012051	2.40756287161927	0.0256725279833202	0.984113259833708	-4.39747902394581
PHLDA1	1.35233460163604	6.91821364813027	2.21394088201527	0.0384253468430353	0.984113259833708	-4.39765844423081
ZNF490	0.963130673706892	3.90665886770026	3.16081505681424	0.00484974711764391	0.984113259833708	-4.39867972741282
MRGBP	-0.792557304667691	3.89443354220821	-2.81386585901303	0.010618056121884	0.984113259833708	-4.39875998734167
PMPCB	0.602268089184099	6.31027378131181	2.23072632617893	0.0371242323281379	0.984113259833708	-4.39939397196365
RPL4	0.596492945574589	5.72755456036228	2.24346216081877	0.0361640464469803	0.984113259833708	-4.39951330519203
PTK2	0.71266103161864	4.81402769853332	2.57424403094667	0.017969185175216	0.984113259833708	-4.39975269851396
GPAT4	-1.00522193184682	5.0041914901452	-2.42171314682167	0.0249147649992328	0.984113259833708	-4.40036009752795
TNFSF4	3.22381655176765	3.34249116327802	3.14583578583035	0.00501881211376981	0.984113259833708	-4.40066105599038
RAD21	1.29752372315452	6.97981017868762	2.15870166388254	0.0430064107675471	0.984113259833708	-4.40073139760696
GRAP2	0.835081316974318	7.82882554557484	2.1676988207481	0.0422279221600414	0.984113259833708	-4.40083999919956
