logFC	AveExpr	t	P.Value	adj.P.Val	B
RPS18P12	-0.990067884543628	4.42022220770161	-3.15867997658619	0.00472068203520583	0.594627955940455	-2.26773832660556
DMTF1	0.741393587269724	5.23295721847162	3.15222900569416	0.00479174159085972	0.594627955940455	-2.27994422176983
CCDC144B	1.76379197480864	4.09928335787136	3.10777435202508	0.00531037298830618	0.594627955940455	-2.28270045940152
RAD51-AS1	1.59439891392031	2.68437216517693	3.00648441358281	0.00670265377964247	0.624805818747129	-2.31008018255135
PADI4	2.64982569140163	0.56321512882683	2.98997320213964	0.00696066360363737	0.630034119150853	-2.32456564018529
SMPDL3A	-1.0280371638246	4.50798931947577	-3.10821314728819	0.0053049977346104	0.594627955940455	-2.39310621851034
MYO16	2.36918351319238	2.30898529703295	2.99972528103291	0.00680714165381437	0.627443598127275	-2.39438245267932
STAG3L5P-PVRIG2P-PILRB	0.897259329585543	2.47643323101464	3.13985566370251	0.00493094988218048	0.594627955940455	-2.41887623978836
MTR	0.616847342101533	5.67798401733613	3.11209004556542	0.00525773374904399	0.594627955940455	-2.4193303400103
DGKD	0.740935659335454	4.27830349994577	3.08345687042393	0.00561663841013622	0.59876056037055	-2.46956656199141
GOLGA1	0.654689203234631	4.03127955614908	3.02227483881837	0.00646453685073914	0.618563826089296	-2.48684175479546
KIAA0895L	1.12020846367017	3.56066794293435	2.94259996947388	0.0077550389789799	0.64578525954805	-2.50607192037219
TNFRSF10B	-0.862565419946009	4.98174983698803	-3.07977399228366	0.0056644859318667	0.59876056037055	-2.53072552119844
EEF1G	-0.553167252217127	6.50139937613266	-3.11967173348975	0.00516647859086623	0.594627955940455	-2.53866685555357
CLEC2B	-1.04623427888221	4.32846366319349	-2.95423612169817	0.00755221480524637	0.64578525954805	-2.56783862061233
FAM126B	0.962121622818555	4.6555910302194	3.0147549251226	0.00657690154831537	0.623378583546458	-2.57231501138001
CCDC183-AS1	1.21962913024864	1.19607640594973	2.93051400415525	0.0079712343411861	0.645862834079812	-2.57693180158001
CST3	-0.62262153583742	7.10077023952502	-3.09794788985926	0.00543213649484856	0.59876056037055	-2.59077465143538
SNX21	-1.23505942862204	1.96711254113731	-2.88329851180603	0.00887252444995332	0.67979982378459	-2.59954553553828
DNAJC30	-0.892648207143968	4.41559250883157	-2.96936678352182	0.00729608803983414	0.64578525954805	-2.63380134760397
BNC2	0.916775592627337	5.57496559560657	3.05593850097642	0.00598380805797069	0.607265854125571	-2.64919348138565
ZNF780B	1.11141889219203	3.91726082068879	2.8853792699765	0.00883082876355899	0.67979982378459	-2.65698951217501
POLR1D	-0.524416097570611	7.39572422832271	-3.06648696820878	0.00584040359473613	0.59876056037055	-2.65873621137104
ARSD	-0.782657030575438	5.23796385341928	-3.02485401574864	0.00642642576257038	0.618563826089296	-2.66924440408803
SFMBT1	0.72213213046991	3.90238779833081	2.9159634824304	0.00823918978217563	0.656977299535861	-2.70135560840949
TMEM98	-1.02272975880004	5.60739887583466	-3.03663465885328	0.00625508568905693	0.610144135125777	-2.7108332173858
CRTAP	-0.774142954528668	6.78583445544879	-3.03763511328965	0.00624073949341355	0.610144135125777	-2.7114151043859
CBLB	0.987922474175248	6.96430696467841	3.03937603401714	0.00621585085155751	0.610144135125777	-2.71151005946015
ZNF823	-1.47262100842631	2.48278326475105	-2.79919903470918	0.0107244219551883	0.713564684660774	-2.72371331137436
SIGLEC7	2.20591026526248	3.84160823474883	2.86136381317256	0.00932367872436073	0.688786765762149	-2.74349206869448
EPS15L1	0.947692802973277	5.04316015670506	2.93833807059954	0.0078306261659235	0.64578525954805	-2.75044932257669
TRERF1	0.872522484263746	4.89373682936227	2.9341273026254	0.00790600049013736	0.64578525954805	-2.76118297433688
SLC25A13	0.544947255391353	4.94099612281637	2.95733113548095	0.00749913067742156	0.64578525954805	-2.78190385246372
